Announcement,Origin,Destination,Distance_Car-Peak,Time_Car-Peak,Earliesttime,Latesttime,Announcementtime,Starttime,Origin_Latitude,Origin_Longitude,Destination_Latitude,Destination_Longitude
6800,22674,24974,15.33490228,21.5797735,386.101662,427.6814355,337.4025739,396.101662,-38.01424934,145.1995774,-37.902352,145.1775687
6801,24412,24412,6.002118193,6.669020214,590.7798274,617.4488476,589.9810935,600.7798274,-37.81760062,145.2294061,-37.80463126,145.2493037
6802,21112,26981,7.300495496,13.36502952,586.6487732,620.0138027,564.6956027,596.6487732,-37.85750396,145.1061572,-37.81617426,145.0835279
6803,26352,21892,21.47708277,42.37796437,909.3995243,971.7774886,890.1923636,919.3995243,-37.86964472,145.0193572,-37.73093902,145.0143297
6804,22171,22171,10.05100484,11.16778316,408.1942346,439.3620177,360.3812084,418.1942346,-38.14512367,145.1681637,-38.14302622,145.181377
6805,24214,25713,12.88251777,21.85303288,392.4317986,434.2848315,383.7094007,402.4317986,-37.76856094,145.1558878,-37.70203746,145.1917904
6806,26985,24411,15.56383919,23.53799805,402.9586051,446.4966031,388.7081198,412.9586051,-37.82477586,145.1168935,-37.79782238,145.2398411
6807,27352,27352,3.832041,4.257823333,361.9425134,386.2003368,304.6822902,371.9425134,-37.82120462,144.9679399,-37.81723321,144.9921556
6808,20911,24975,16.47990625,27.45523302,371.4926476,418.9478806,313.7280616,381.4926476,-37.9035636,145.0177686,-37.88327143,145.1639019
6809,25341,25341,15.21394815,16.90438683,229.954102,266.8584888,179.5345572,239.954102,-38.3169666,145.1047067,-38.31213956,145.1184955
6810,27351,21891,5.017332506,10.77144789,826.2945246,857.0659725,769.2392286,836.2945246,-37.78665407,144.9827903,-37.76937619,145.0432318
6811,22671,21613,17.04651587,24.49150215,554.9030152,599.3945174,504.3966414,564.9030152,-37.99463311,145.1767623,-38.08514845,145.2792883
6812,24974,22674,15.26759399,21.93736004,872.4850951,914.4224552,844.7364959,882.4850951,-37.90204876,145.1464996,-38.02200413,145.1432461
6813,27351,27351,6.825442664,7.583825182,603.1146268,630.6984519,588.2305952,613.1146268,-37.78140089,144.9774254,-37.80146879,144.9690156
6814,23274,26981,45.89195164,60.48056839,738.8622198,819.3427882,692.1675354,748.8622198,-37.60140538,144.9168723,-37.82169682,145.1549263
6815,25902,22311,11.05818403,18.41382956,769.6407191,808.0545487,761.2194416,779.6407191,-37.83261133,144.9242082,-37.87720314,145.0438063
6816,24975,22311,11.41587873,20.13366175,203.7235707,243.8572324,190.7988619,213.7235707,-37.88819609,145.1090414,-37.88788733,145.0465619
6817,27453,24411,13.10933047,18.04415484,178.6762452,216.7204,167.9652762,188.6762452,-37.77062026,145.3281021,-37.7933997,145.2388241
6818,24412,26985,10.65047388,16.57262331,796.6408835,833.2135069,767.0933237,806.6408835,-37.81654189,145.2436394,-37.82144677,145.1260383
6819,27351,27351,6.825442664,7.583825182,296.9969975,324.5808227,247.1716133,306.9969975,-37.79742498,145.0196192,-37.78601159,145.0013498
6820,26985,24975,7.875619318,13.49316146,527.6568463,561.1500078,483.6469395,537.6568463,-37.83162319,145.1427311,-37.88463518,145.1769639
6821,21453,21453,8.666420412,9.629356013,731.4107944,761.0401504,706.9750678,741.4107944,-38.08789801,145.4778653,-38.08165317,145.4329161
6822,24974,22674,15.26759399,21.93736004,418.2908501,460.2282102,388.4694338,428.2908501,-37.90784825,145.1453382,-38.01557981,145.1477468
6823,25713,25713,9.672561225,10.74729025,526.8701328,557.617423,488.9499256,536.8701328,-37.70049155,145.1717525,-37.70324403,145.235351
6824,24608,24608,8.974677865,9.971864294,319.7651074,349.7369717,279.5870527,329.7651074,-37.80688778,144.9188011,-37.80794643,144.9122787
6825,24214,24214,8.226967689,9.14107521,400.9162666,430.0573418,395.1347931,410.9162666,-37.76791881,145.1230858,-37.77819294,145.1230858
6826,25341,25341,15.21394815,16.90438683,245.9437667,282.8481535,240.7664146,255.9437667,-38.30053168,145.1749568,-38.30539703,145.1476696
6827,24971,23112,30.23048621,38.99575287,555.1970805,614.1928334,504.6244891,565.1970805,-37.9138846,145.0891027,-37.85674388,144.8859692
6828,21181,21181,8.393337,9.32593,77.93963212,107.2655621,18.92528622,87.93963212,-37.70659838,144.8084957,-37.72239963,144.7754802
6829,27261,27261,10.96673987,12.18526652,419.463628,451.6488945,369.0234923,429.463628,-37.84694397,144.6526596,-37.84315969,144.6643795
6830,27352,21113,4.697461111,9.740885185,771.704881,801.4457662,723.5994258,781.704881,-37.82615942,144.9754801,-37.82327769,145.0682336
6831,24971,22311,9.023625579,15.4691761,216.6421334,252.1113095,195.5183821,226.6421334,-37.89872088,145.0951973,-37.88129496,145.03844
6832,26984,26985,6.06136288,9.93004697,852.840406,882.7704529,806.9230106,862.840406,-37.82929024,145.2155485,-37.83355254,145.1637786
6833,24330,24608,8.687017822,16.76653478,814.1430019,850.9095366,816.2152857,824.1430019,-37.80165481,144.9126878,-37.80178361,144.9643129
6834,21891,21891,5.076000888,5.640000987,763.1817981,788.8217991,757.6662798,773.1817981,-37.77794945,144.9933493,-37.77662758,145.0307612
6835,21891,21891,5.076000888,5.640000987,391.9140197,417.5540207,389.0864106,401.9140197,-37.76174711,144.9698581,-37.76420201,145.0104602
6836,20661,20661,6.620187375,7.35576375,826.8011483,854.1569121,771.638554,836.8011483,-37.75498057,145.0379991,-37.73682417,145.0628053
6837,26985,21111,10.46771212,16.81948077,841.0516125,877.8710933,798.5254109,851.0516125,-37.82704569,145.1692944,-37.79284936,145.122674
6838,21113,21113,5.096558435,5.662842706,770.2197232,795.8825659,766.1037977,780.2197232,-37.83065415,145.0593862,-37.83171333,145.0734551
6839,27452,27452,15.1500949,16.83343878,856.5521736,893.3856124,837.2487155,866.5521736,-37.90060358,145.3204492,-37.8969279,145.3248101
6840,22671,26984,21.19298072,27.80587581,557.4267059,605.2325817,553.2445427,567.4267059,-37.98711177,145.1991238,-37.8357221,145.2135158
6841,24214,26981,8.828759118,14.88660725,284.0716126,318.9582198,233.1353401,294.0716126,-37.77026071,145.1754819,-37.83459539,145.0883168
6842,23431,26352,14.13347899,23.59605455,401.428477,445.0245315,360.9947932,411.428477,-37.97849618,145.0641421,-37.86752427,145.0438708
6843,26351,26352,6.343576932,11.08308104,397.9436838,429.0267648,341.0523948,407.9436838,-37.84391833,144.991963,-37.87547596,145.0126848
6844,23431,23431,8.43538968,9.3726552,489.0912303,518.4638855,489.2375577,499.0912303,-37.96410586,145.1120245,-37.97029484,145.1009971
6845,24214,24214,8.226967689,9.14107521,444.0434082,473.1844834,441.517494,454.0434082,-37.77955275,145.1107487,-37.77887284,145.1619837
6846,23275,25063,31.95752925,36.18767143,734.8797519,791.0674234,692.2092352,744.8797519,-37.55898821,144.7472242,-37.75640873,144.8870421
6847,25063,25252,7.506040634,13.43616698,625.3541371,658.7903041,626.982769,635.3541371,-37.75029162,144.8792167,-37.73653635,144.936354
6848,24608,26351,8.299585986,16.66522345,706.4377629,743.1029863,708.8551138,716.4377629,-37.81773887,144.9293819,-37.84365341,144.9648471
6849,24214,26352,17.60111856,31.48491198,618.7724793,670.2573913,571.9001354,628.7724793,-37.78049706,145.1553072,-37.86597179,145.0363282
6850,27075,21892,9.742474206,17.30916071,556.6676047,593.9767654,552.3040942,566.6676047,-37.67147973,145.0597754,-37.72810992,145.0035985
6851,24214,24412,13.17744116,18.18642857,380.907933,419.0943615,384.7175393,390.907933,-37.77483118,145.1095876,-37.80776961,145.2747203
6852,21182,24608,17.45862106,24.97319759,515.1524954,560.125693,471.608286,525.1524954,-37.77617212,144.8403894,-37.80272883,144.9361942
6853,21612,21612,9.734935752,10.81659528,625.3299761,656.1465714,583.9223514,635.3299761,-38.02671703,145.29796,-38.01835293,145.3122025
6854,22174,22174,6.88502239,7.650024878,416.5296383,444.1796632,417.0956038,426.5296383,-38.12432677,145.1736367,-38.13447036,145.1611541
6855,24608,26351,8.299585986,16.66522345,388.8029296,425.468153,383.3426355,398.8029296,-37.80091401,144.9143079,-37.8396796,144.992108
6856,21113,21113,5.096558435,5.662842706,852.9786916,878.6415343,796.1635294,862.9786916,-37.82513126,145.0338593,-37.8227481,145.0374853
6857,21112,22171,43.39884651,46.93797633,684.9310577,751.869034,680.0748145,694.9310577,-37.85602795,145.0381163,-38.13154746,145.1990916
6858,27351,24601,4.926630205,12.5061739,229.7453598,262.2515337,204.9845449,239.7453598,-37.79391026,144.9864152,-37.80799514,144.9947172
6859,21111,21111,5.6648858,6.294317555,428.3048062,454.5991237,381.7767447,438.3048062,-37.80577772,145.0776983,-37.79500409,145.0601433
6860,20911,23431,11.23827161,16.56238148,614.3582709,650.9206524,570.9549507,624.3582709,-37.92096513,144.9747024,-37.96057472,145.1155069
6861,21616,21616,8.242109257,9.157899174,669.9474245,699.1053236,628.9251024,679.9474245,-37.98789762,145.2299295,-37.97532578,145.2841126
6862,25713,27453,27.20232698,39.54024022,796.795108,856.3353482,796.1181654,806.795108,-37.7044883,145.2092146,-37.77148899,145.3344974
6863,26351,24608,8.353426281,17.02615173,651.1108166,688.1369683,592.2917294,661.1108166,-37.84429678,144.9952981,-37.81932683,144.9227146
6864,21613,21613,8.653800239,9.615333599,494.7899323,524.4052659,462.2438824,504.7899323,-38.08076785,145.3093607,-38.08427233,145.2420973
6865,24651,24651,12.59761308,13.99734787,419.1812939,453.1786418,383.3442634,429.1812939,-37.72050377,144.7590365,-37.71605238,144.712
6866,23431,20912,8.035078056,12.51764056,824.7470833,857.2647239,831.2989558,834.7470833,-37.9647893,145.0985304,-37.94996933,145.0430967
6867,22174,22174,6.88502239,7.650024878,861.7153845,889.3654094,855.0840806,871.7153845,-38.12303022,145.1839421,-38.14183019,145.170008
6868,26984,26985,6.06136288,9.93004697,415.5978968,445.5279438,404.841727,425.5978968,-37.83715982,145.2322455,-37.83782739,145.1624722
6869,25713,25713,9.672561225,10.74729025,492.1197486,522.8670388,496.4923288,502.1197486,-37.69449643,145.2401427,-37.71101129,145.2020997
6870,27261,27261,10.96673987,12.18526652,245.2474842,277.4327507,228.8921419,255.2474842,-37.83543975,144.7082207,-37.83566681,144.7145871
6871,21111,21111,5.6648858,6.294317555,854.420871,880.7151886,813.8948449,864.420871,-37.80853728,145.0563711,-37.79836848,145.0581121
6872,22314,20912,6.53225486,10.73171389,138.0841334,168.8158473,139.3851941,148.0841334,-37.91554664,145.0737945,-37.95968697,145.0481727
6873,20911,20911,3.944466667,4.382740741,407.1471718,431.5299125,390.2903967,417.1471718,-37.90864379,144.998628,-37.92316402,145.0034132
6874,26981,26981,5.601152082,6.223502313,605.2171958,631.4406981,553.1007656,615.2171958,-37.8235881,145.0928155,-37.8309263,145.1321426
6875,24330,25063,8.210369211,15.13924971,459.5425397,494.6817894,428.5538587,469.5425397,-37.78729261,144.8599523,-37.76905832,144.9095039
6876,25902,26351,6.172744498,11.08978419,824.591191,855.6809751,823.5256608,834.591191,-37.83575197,144.9610256,-37.84599984,145.0358994
6877,26352,26352,5.912110744,6.569011938,452.8356911,479.4047031,415.5080009,462.8356911,-37.86994764,145.0759271,-37.87286326,145.0184869
6878,21616,21616,8.242109257,9.157899174,466.7759597,495.9338589,472.2028649,476.7759597,-37.98987265,145.2860011,-37.9797696,145.248959
6879,23673,23673,7.21150408,8.012782311,597.4986827,625.511465,540.9222517,607.4986827,-37.87037453,145.2126284,-37.86984432,145.2484992
6880,24601,25063,8.895942252,18.23454424,739.0489887,777.283533,745.0205889,749.0489887,-37.81139848,144.9206411,-37.75829673,144.9305165
6881,27352,21114,6.156841666,13.08775682,816.5631457,849.6509025,810.9191656,826.5631457,-37.83236238,144.9651848,-37.79078461,145.0570334
6882,22314,22314,4.498581751,4.998424168,806.2705624,831.2689865,762.2448905,816.2705624,-37.91869401,145.0748098,-37.92131049,145.0929416
6883,21112,26985,10.0712325,17.27729154,274.2085303,311.4858218,247.864671,284.2085303,-37.83986749,145.0626343,-37.83389302,145.1823584
6884,26984,20912,29.18020069,44.43111667,255.3807693,319.8118859,233.3371583,265.3807693,-37.84423487,145.2032072,-37.96492538,145.0654308
6885,23672,23672,7.742508692,8.602787435,560.792823,589.3956104,524.3560381,570.792823,-37.87302088,145.2700938,-37.86325143,145.2586161
6886,21111,21111,5.6648858,6.294317555,374.6460435,400.940361,326.0342619,384.6460435,-37.800372,145.0945279,-37.80521069,145.1160002
6887,26352,22674,25.28727258,31.66025238,713.6999998,765.3602522,674.3023221,723.6999998,-37.86884955,145.0519937,-38.01447742,145.2171447
6888,23112,26351,16.58912216,26.60050415,215.8246475,262.4251517,215.5167928,225.8246475,-37.84932579,144.8622083,-37.84391833,144.9789126
6889,27075,27076,6.966010821,11.45396537,247.3069428,278.7609082,212.1611685,257.3069428,-37.67675381,145.0419324,-37.6763205,145.0057597
6890,21113,21113,5.096558435,5.662842706,231.8098427,257.4726854,233.4761096,241.8098427,-37.83345342,145.0283478,-37.82827098,145.0329891
6891,25252,25252,6.046701332,6.718557036,895.7540822,922.4726393,838.0579338,905.7540822,-37.73310233,144.9952063,-37.73766844,144.9692591
6892,24601,24601,3.533588058,3.926208953,306.9606528,330.8868617,270.1824073,316.9606528,-37.82463367,144.9499236,-37.80746574,144.995442
6893,27453,27453,14.79074134,16.43415704,286.1055741,322.5397311,290.6337566,296.1055741,-37.77700355,145.3788284,-37.78085619,145.3507763
6894,25344,25344,16.67396633,18.52662925,600.9366863,639.4633156,594.5464502,610.9366863,-38.40062773,144.949118,-38.40331568,144.9059292
6895,23672,23672,7.742508692,8.602787435,185.0348009,213.6375883,159.1453696,195.0348009,-37.87271796,145.2775034,-37.86862842,145.3107742
6896,22311,22314,6.48499088,11.19271258,358.3003663,389.4930789,343.0730094,368.3003663,-37.89061521,145.0516381,-37.91998329,145.0909108
6897,26981,24975,8.971047863,15.73325057,321.8464251,357.5796757,293.2395989,331.8464251,-37.82283159,145.1531848,-37.87955899,145.1717391
6898,22174,22174,6.88502239,7.650024878,272.2540625,299.9040873,245.7889198,282.2540625,-38.12337342,145.1582511,-38.13538558,145.1306733
6899,23673,24974,9.754182196,16.00679814,259.1038561,295.1106542,234.9937158,269.1038561,-37.88010762,145.2304912,-37.89704527,145.2090733
6900,24608,24601,3.651196529,8.878211412,772.4994542,801.3776656,743.8877383,782.4994542,-37.81184072,144.981706,-37.81427241,144.9204961
6901,24411,24211,11.02890621,16.88457408,541.8047292,578.6893033,520.9379528,551.8047292,-37.79581894,145.3197463,-37.75808815,145.2079481
6902,26985,26985,6.267397933,6.963775481,400.7514153,427.7151908,375.060846,410.7514153,-37.83688163,145.1621818,-37.84024855,145.1788747
6903,22674,22674,11.2754013,12.52822367,882.9375657,915.4657893,890.7244024,892.9375657,-38.0027692,145.2210646,-38.02219419,145.1823006
6904,27261,27267,17.44886062,21.51560649,640.1046413,681.6202478,603.4297539,650.1046413,-37.84047285,144.67118,-37.87775105,144.5519978
6905,21182,23111,12.69460783,16.60090283,778.0853326,814.6862354,780.9801162,788.0853326,-37.76967394,144.8347422,-37.84602265,144.7937268
6906,24975,24975,7.005550782,7.783945313,466.0150382,493.7989835,417.8655732,476.0150382,-37.87713454,145.1461956,-37.88516553,145.1437283
6907,24975,24975,7.005550782,7.783945313,685.390598,713.1745433,692.8439562,695.390598,-37.87823312,145.1668046,-37.88793092,145.0929315
6908,23431,27075,48.01841761,71.06658571,783.9644838,875.0310695,736.8293258,793.9644838,-37.96194161,145.0914206,-37.66447274,145.0670286
6909,24601,24608,3.638326596,8.708938276,493.7331366,522.4420748,491.5843053,503.7331366,-37.81691945,144.9738425,-37.81286155,144.9528625
6910,24651,23275,25.42336884,29.06123664,806.7141033,855.7753399,774.7667515,816.7141033,-37.73072689,144.7518001,-37.55508158,144.7116158
6911,21618,21612,18.96830002,23.40898788,644.6196684,688.0286562,643.3754833,654.6196684,-38.17889814,145.2835193,-38.01496927,145.3309501
6912,23431,23431,8.43538968,9.3726552,600.9536,630.3262552,550.8603282,610.9536,-37.96911779,145.1417697,-37.96239724,145.1329187
6913,23674,25902,34.10009444,42.5372737,129.2650048,191.8022785,86.26148844,139.2650048,-37.91549823,145.2470965,-37.83427625,144.9436315
6914,23271,25253,8.024325694,13.70612917,796.4011293,830.1072585,788.2670077,806.4011293,-37.67349408,144.906448,-37.70608104,144.9504009
6915,21892,21892,7.437422687,8.263802986,371.6688431,399.9326461,330.0171621,381.6688431,-37.72301755,144.9877916,-37.73142939,145.0124445
6916,21892,21892,7.437422687,8.263802986,220.9198162,249.1836192,203.1041232,230.9198162,-37.71547329,145.0533392,-37.72365881,145.0281063
6917,24608,24608,8.974677865,9.971864294,438.5925822,468.5644464,407.2374416,448.5925822,-37.80318253,144.9419919,-37.81891094,144.9576456
6918,21111,24214,8.768503663,13.3887268,295.7225667,329.1112935,292.3475713,305.7225667,-37.80974695,145.0575318,-37.77388687,145.1735951
6919,25345,25345,8.951060942,9.945623269,546.1975007,576.143124,496.8538969,556.1975007,-38.24885288,145.076832,-38.23806706,145.0814741
6920,21182,23271,21.0109817,26.2824741,738.4275484,784.7100225,745.9617255,748.4275484,-37.78002569,144.7902879,-37.67609352,144.9049988
6921,25902,25902,4.512448559,5.013831732,810.6542166,835.6680483,786.5175245,820.6542166,-37.84086025,144.9226137,-37.8436225,144.9342098
6922,23431,24971,9.87868178,15.87591845,640.5357961,676.4117146,612.9631913,650.5357961,-37.97052265,145.1278403,-37.90091962,145.0838788
6923,23431,22314,8.237303667,12.75182033,571.8866463,604.6384667,514.9586765,581.8866463,-37.96000519,145.067044,-37.92297897,145.0466693
6924,23431,23431,8.43538968,9.3726552,270.5009543,299.8736095,211.9139326,280.5009543,-37.97504099,145.0616754,-37.97075047,145.0584832
6925,20662,20662,13.75727637,15.28586263,360.4525565,395.7384191,323.2130503,370.4525565,-37.70443781,145.1429347,-37.72261505,145.1124624
6926,26352,21112,5.690484848,10.87897597,204.9364679,235.8154438,201.1686785,214.9364679,-37.87218169,145.075782,-37.85103221,145.0771419
6927,22171,22174,10.35100912,14.22290105,764.0044622,798.2273632,717.449541,774.0044622,-38.13776353,145.2062064,-38.13877949,145.1608638
6928,24214,24214,8.226967689,9.14107521,376.8781011,406.0191763,366.5971056,386.8781011,-37.76429265,145.1381805,-37.77328251,145.1476147
6929,27352,24412,26.80741264,36.82032298,741.9198299,798.7401528,724.918854,751.9198299,-37.83084946,144.9611247,-37.81502943,145.2289704
6930,23674,23674,8.032384258,8.924871398,258.5063129,287.4311843,216.3810319,268.5063129,-37.92945402,145.2831199,-37.92721654,145.2674323
6931,22311,22314,6.48499088,11.19271258,834.6308422,865.8235548,816.2857737,844.6308422,-37.88121918,145.0662866,-37.92828778,145.027087
6932,21613,25344,55.81445217,52.28413861,108.8235992,181.1077378,108.3046732,118.8235992,-38.10312797,145.2359957,-38.40304688,144.9396976
6933,23434,23434,6.687930178,7.431033531,496.6214796,524.0525132,494.3091845,506.6214796,-38.03835341,145.1678562,-38.05132741,145.0941326
6934,21114,26981,10.36268305,17.30378173,241.5556955,278.8594773,236.2240394,251.5556955,-37.79123821,145.062835,-37.8209403,145.1021031
6935,24608,25065,14.4877386,20.49740703,711.5771834,752.0745904,707.7004163,721.5771834,-37.80684997,144.9698207,-37.73935024,144.8983679
6936,26981,26984,9.098175226,14.32557072,814.5123989,848.8379696,777.4969202,824.5123989,-37.82351245,145.1286598,-37.84211614,145.1596496
6937,27352,21113,4.697461111,9.740885185,192.454371,222.1952561,158.2397891,202.454371,-37.81205148,144.9614147,-37.81979752,145.0609817
6938,21112,24601,12.17837492,23.42155423,473.1876811,516.6092354,461.9169804,483.1876811,-37.83562869,145.050883,-37.81597408,144.9378917
6939,26985,26981,5.897637183,10.09509132,778.1268068,808.2218981,763.4981104,788.1268068,-37.82697003,145.1556499,-37.82911066,145.0967337
6940,22174,22171,10.34635933,14.16207479,387.5162949,421.6783697,384.4012717,397.5162949,-38.1394659,145.1055629,-38.13993725,145.2197101
6941,23274,23271,14.26853824,19.21225658,783.1010206,822.3132772,783.7157297,793.1010206,-37.5895239,144.912236,-37.6722132,144.8980423
6942,24330,21182,9.487589165,13.63975941,711.6624616,745.302221,706.2889653,721.6624616,-37.795343,144.9096454,-37.78546602,144.7976728
6943,25251,25251,5.27102963,5.856699589,258.8921006,284.7488002,255.9914587,268.8921006,-37.76383971,144.9548676,-37.7569285,145.0028491
6944,25713,20661,15.65003651,25.29456389,736.2737022,781.5682661,723.1200197,746.2737022,-37.71564903,145.1948396,-37.73905125,145.068898
6945,23274,25253,18.47165965,24.8312807,612.5402071,657.3714878,564.1901841,622.5402071,-37.60681973,144.9255653,-37.70970091,144.9030063
6946,25063,25252,7.506040634,13.43616698,786.4985779,819.9347449,732.8706404,796.4985779,-37.77056872,144.9187784,-37.73423443,144.9931769
6947,25252,25252,6.046701332,6.718557036,821.6139349,848.3324919,783.108719,831.6139349,-37.734725,144.9840447,-37.74431004,144.9256273
6948,24211,27454,35.43386111,42.64290509,569.6566805,632.2995856,577.1140314,579.6566805,-37.75956044,145.1912462,-37.63190991,145.5269823
6949,24412,26984,7.227852874,11.79146897,242.5171106,274.3085796,218.9100499,252.5171106,-37.8093577,145.2453823,-37.84393219,145.1683611
6950,27076,27076,7.572964463,8.414404959,419.9223228,448.3367278,411.1166551,429.9223228,-37.67575549,145.040418,-37.67217706,145.039838
6951,26352,21113,6.204055743,12.05061429,719.5252751,751.5758894,679.3285672,729.5252751,-37.8761954,145.0347326,-37.83243206,145.0165996
6952,27071,21892,23.16532608,33.10245214,202.4520938,255.554546,146.5605102,212.4520938,-37.53153919,145.1162073,-37.71875504,144.9960576
6953,21113,21112,4.872489996,9.309212857,374.7100238,404.0192367,365.7695341,384.7100238,-37.83636617,145.0309585,-37.85784458,145.1123955
6954,25345,25345,8.951060942,9.945623269,550.7597525,580.7053758,497.1681504,560.7597525,-38.25791756,145.0575385,-38.24368946,145.0372295
6955,24214,24605,21.6903181,35.2924097,173.3212,228.6136097,161.5068505,183.3212,-37.77173384,145.1627094,-37.827198,144.9268774
6956,22314,23431,8.231454667,12.629212,599.4027159,632.0319279,565.6704266,609.4027159,-37.9243441,145.0355002,-37.97393988,145.0967892
6957,25252,25252,6.046701332,6.718557036,710.9977814,737.7163385,688.5115188,720.9977814,-37.72510222,144.943022,-37.74510251,144.992887
6958,24214,24214,8.226967689,9.14107521,361.7388149,390.8798901,307.6805315,371.7388149,-37.77294256,145.1778042,-37.77060066,145.111039
6959,20912,23431,8.037665278,12.46162306,400.3298572,432.7914803,341.6196773,410.3298572,-37.94943789,145.0486077,-37.96019503,145.0674793
6960,25901,24608,9.19556707,18.17411294,487.8161405,525.9902535,442.0830534,497.8161405,-37.86582303,144.9590884,-37.80892945,144.9537322
6961,23674,23431,21.2690663,31.94461852,328.6292954,380.5739139,299.0252853,338.6292954,-37.91576369,145.2867513,-37.97769883,145.1237775
6962,25252,25251,5.412644444,11.56571111,371.2061555,402.7718666,338.8855833,381.2061555,-37.72883812,144.9920173,-37.77581157,144.9193525
6963,21113,21113,5.096558435,5.662842706,701.0939188,726.7567615,683.4609008,711.0939188,-37.83659314,145.0225462,-37.82376946,145.0579358
6964,22171,22171,10.05100484,11.16778316,455.8398345,487.0076177,450.5100858,465.8398345,-38.13135679,145.2075132,-38.13600931,145.2364083
6965,23111,23111,8.410533485,9.345037205,409.176894,438.5219312,364.9903974,419.176894,-37.85438909,144.8373151,-37.86491339,144.8292056
6966,27264,27264,8.797206715,9.774674128,202.599482,232.3741562,173.6946153,212.599482,-37.94819481,144.7069429,-37.9367359,144.6450211
6967,20661,20661,6.620187375,7.35576375,119.034954,146.3907178,109.3543463,129.034954,-37.75218728,145.0973309,-37.75494283,145.024653
6968,27351,26352,13.68941968,26.8852838,628.7860422,675.671326,583.2196135,638.7860422,-37.79802966,145.0054096,-37.85771718,145.0593913
6969,23271,23274,14.26133224,18.9236435,61.00633402,99.92997752,44.29502263,71.00633402,-37.67353176,144.9564475,-37.59155428,144.9118013
6970,21114,21114,6.010686571,6.678540634,769.0836164,795.7621571,742.8494446,779.0836164,-37.80881517,145.0320868,-37.80953337,145.0771938
6971,24975,24975,7.005550782,7.783945313,841.0440013,868.8279466,797.338227,851.0440013,-37.87520256,145.1460505,-37.89262829,145.1685462
6972,21891,22314,20.89424552,42.83501794,457.8276724,520.6626903,425.7583734,467.8276724,-37.75827249,145.0106052,-37.91858025,145.0649462
6973,21612,21612,9.734935752,10.81659528,647.1513364,677.9679317,612.1172622,657.1513364,-38.00751762,145.3149637,-38.00774573,145.2940361
6974,25063,25063,5.630719347,6.25635483,385.9168545,412.1732093,331.5596454,395.9168545,-37.76592424,144.9563113,-37.76120425,144.9481961
6975,25253,25253,5.958645332,6.620717036,373.0635707,399.6842877,366.326297,383.0635707,-37.70815492,144.9480819,-37.71663901,144.9633004
6976,21891,21114,6.754700467,15.01559266,246.5740733,281.5896659,239.3014245,256.5740733,-37.77723186,145.0240909,-37.795812,145.06298
6977,27075,27075,7.142092347,7.935658163,774.1045997,802.0402578,732.7839334,784.1045997,-37.68003128,145.0663033,-37.66473644,145.0761677
6978,24411,24411,6.791137773,7.545708637,217.5753178,245.1210265,207.9502157,227.5753178,-37.79502513,145.3209086,-37.80341689,145.3108841
6979,26985,23672,15.55013494,22.79619081,561.9002214,604.6964122,507.4705972,571.9002214,-37.83975675,145.1549241,-37.87521712,145.274743
6980,27261,27261,10.96673987,12.18526652,269.1241135,301.30938,261.4060682,279.1241135,-37.85315019,144.7021437,-37.83192037,144.6597494
6981,25902,24605,3.571106847,6.963504865,377.8744596,404.8379645,383.9875821,387.8744596,-37.84097376,144.9297163,-37.81872616,144.9768843
6982,26985,26981,5.897637183,10.09509132,588.7136365,618.8087278,574.4426543,598.7136365,-37.83483878,145.1444729,-37.83081282,145.1478154
6983,23672,23672,7.742508692,8.602787435,278.8571615,307.459949,286.4853193,288.8571615,-37.8655234,145.3171668,-37.87676963,145.280845
6984,25901,20912,12.33714271,18.86758195,655.877114,694.7446959,663.3224897,665.877114,-37.8653686,144.9631481,-37.95854818,144.9985736
6985,23431,23431,8.43538968,9.3726552,550.9323428,580.304998,502.5476872,560.9323428,-37.96771293,145.0795225,-37.97173767,145.0988206
6986,24601,25902,4.055412304,8.855180667,823.7658925,852.6210732,830.9230961,833.7658925,-37.81332704,144.9576067,-37.83208158,144.9875515
6987,21612,21612,9.734935752,10.81659528,834.7350825,865.5516778,784.7436278,844.7350825,-38.01994971,145.339234,-38.02861796,145.2909842
6988,23431,22314,8.237303667,12.75182033,543.0443775,575.7961978,487.6247118,553.0443775,-37.97701538,145.0626911,-37.91437112,145.0743747
6989,21182,21182,8.354075675,9.282306306,841.1586247,870.440931,841.4188412,851.1586247,-37.79090636,144.7879711,-37.78697723,144.8293845
6990,24412,24412,6.002118193,6.669020214,465.1625878,491.831608,461.6516087,475.1625878,-37.82236487,145.2109609,-37.80534968,145.2487227
6991,27352,27352,3.832041,4.257823333,909.7317301,933.9895534,885.9743771,919.7317301,-37.82192325,144.9788152,-37.81273229,145.0182563
6992,25345,25345,8.951060942,9.945623269,653.9351375,683.8807607,644.0853644,663.9351375,-38.24170058,145.0877119,-38.24873814,145.0851007
6993,24211,24211,9.779828706,10.86647634,470.7613674,501.6278437,437.7724765,480.7613674,-37.75469055,145.2242142,-37.74087363,145.2759173
6994,26984,26984,6.234636,6.927373333,559.6661049,586.5934783,512.2209947,569.6661049,-37.84291066,145.1933341,-37.83776517,145.1775082
6995,26984,24211,12.77217037,20.06247222,721.189553,761.2520252,686.0452408,731.189553,-37.83193865,145.2299225,-37.74283669,145.2491943
6996,22311,22311,6.427178,7.141308889,684.9995791,712.140888,663.6923783,694.9995791,-37.88318932,145.0604852,-37.88099186,145.0192955
